id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
605907899910643313,Ocean view 3 bedroom w/ 2 bedroom attached unit,406085034,Christamaria,,Wooded Area,32.72503310222675,-117.24970880691028,Entire home/apt,456,3,1,2022-05-01,0.65,3,39,1,
610395554873328514,Cozy Carmel Valley Townhome - Centrally Located,34476470,Brock,,Carmel Valley,32.947811385031535,-117.22857438340687,Entire home/apt,300,14,0,,,8,333,0,
612927902916844122,Welcome To *Inn At The Park* ST#1,340080088,Bianka,,Midtown,32.73755204775319,-117.16005120679391,Entire home/apt,189,2,0,,,3,89,0,
605960992920396685,Explore Modern Boho Chic Gaslamp,319116247,Julia & Thomas,,Gaslamp Quarter,32.71458636021597,-117.16045598922167,Entire home/apt,235,2,1,2022-05-30,1,8,341,1,
612947089680021069,Welcome To *Inn At The Park* 1B#1,340080088,Bianka,,Midtown,32.73939020543244,-117.15953590142367,Entire home/apt,200,2,0,,,3,87,0,
605973640603432211,Oasis Paradise in Heart of Gaslamp,319116247,Julia & Thomas,,Gaslamp Quarter,32.71432,-117.15939,Entire home/apt,264,2,1,2022-05-17,1,8,338,1,
610442374428045684,High-Rise 1 Bedroom+Den w/Great View &Free Parking,121784457,Elcim,,East Village,32.7153,-117.15361,Entire home/apt,184,30,0,,,10,312,0,
605978428116735114,Beachfront 2BR 2BA Townhouse,436402683,Aric,,Mission Bay,32.76433286470959,-117.25077420511829,Entire home/apt,363,4,6,2022-06-11,6,1,201,6,
606001333475919178,3 nights Comic-Con Getaway July 21 - 24,127852077,Cheyenne,,West University Heights,32.7614700466294,-117.160065110492,Private room,280,3,0,,,1,73,0,
610450579956817911,Canyon Casita,888692,Kristin,,North Hills,32.73001262853673,-117.11647244978185,Entire home/apt,250,2,3,2022-05-30,2.81,2,7,3,
612956158763944790,Modern 3 Bedroom Beach House with ocean views!!,676956,Brandi,,Pacific Beach,32.80921740178548,-117.24807366739148,Entire home/apt,675,2,0,,,1,289,0,
612959397739963673,Welcome To *Inn At The Park* 2B#1,340080088,Bianka,,Midtown,32.737477960504975,-117.16007704696321,Entire home/apt,297,2,0,,,3,89,0,
606004432481306877,"Charming, spacious Cape Cod ranch  3BR/2BA",98856678,Connie,,Rancho Penasquitos,32.96607221983832,-117.11013122911632,Entire home/apt,332,30,0,,,1,92,0,
610757872407975763,Charming And Cozy Studio in Downtown!,210933477,Raphel,,East Village,32.72180088976221,-117.15532683118103,Entire home/apt,152,2,9,2022-06-05,5.40,4,58,9,
606114974398987613,Cheerful 2 bd townhouse with pool & parking,425571211,Valeriia,,Loma Portal,32.74806504971258,-117.22521636586217,Entire home/apt,150,2,5,2022-05-29,2.83,2,319,5,
610843812507183187,"Modern, Renovated Apartment in Heart of OB",127434038,Dan And Becky,,Ocean Beach,32.74795,-117.24946,Entire home/apt,316,1,3,2022-05-30,2.31,6,308,3,
610879828327379794,Bright and Trendy 2-story Condo Near Little Italy and Downtown,31991928,Rich,,Park West,32.72907115826573,-117.16504510480199,Entire home/apt,432,2,5,2022-06-05,3.26,2,301,5,
612994477278229703,712- Well-appointed home with enclosed backyard,383644261,Cpp,,Mount Hope,32.713875461492904,-117.1087340769159,Entire home/apt,150,28,0,,,4,110,0,
613001197675363745,Home away from Home in Sunny San Diego!,129912466,Shantel,,Serra Mesa,32.80825761165149,-117.15012813772908,Entire home/apt,137,90,0,,,1,282,0,
606558846707604790,Cute Historic Craftsman Residence in Hillcrest!,256872479,Charles,,Midtown,32.74841624761581,-117.15816062365984,Entire home/apt,274,3,1,2022-04-30,0.64,1,65,1,
613040920609852208,Private Room in Ideal PB Location!,256963688,Kayli,,Mission Bay,32.79236,-117.24336,Private room,99,1,0,,,1,34,0,
615457386793021297,"Holistic healing home
Pay it forward Productions",456563673,Corey,,University City,32.85893925841442,-117.20974768225453,Private room,298,1,0,,,2,364,0,
615497002724110200,charming 2/bedroom unite in Heart of San Diego,456573137,Roya,,Old Town,32.75157020370793,-117.19522409872974,Entire home/apt,199,1,0,,,2,165,0,
619725062267449831,Private Guest Suite & Garden with Cozy Queen Bed,31049371,Patty,,Palm City,32.576325664104765,-117.07465170682951,Entire home/apt,142,2,3,2022-05-30,2.81,1,161,3,
615768416165400282,Entire Townhouse- Medical Stays- Vacation- Family,62539815,Shan,,University City,32.863083628065084,-117.21765856409759,Entire home/apt,200,30,0,,,1,300,0,
613094325012031681,Urban Boutique Room with a Private Bathroom,456013877,Tyler,,Moreno Mission,32.7678882880572,-117.19575547109261,Private room,93,2,5,2022-06-08,3.66,1,4,5,
613110987320637816,Canyonside One Bedroom One Bath Private Backyard,1291828,Tomio,,Linda Vista,32.79512895854849,-117.17664555496494,Entire home/apt,91,31,0,,,6,287,0,
619731446467618298,I bedroom luxury glass palace on top of the world,195211395,Rachel,,Cortez Hill,32.71926529929085,-117.15509713818139,Entire home/apt,300,2,5,2022-06-12,4.69,1,295,5,
613111027935220589,Urban Classic! 2BR with rooftop in heart of SD,4943081,Adam,,North Hills,32.74807,-117.12711,Entire home/apt,259,4,0,,,8,67,0,
613111542060375493,Resort Style by Beach w/Pool/Gym/Theater/King Beds,324368071,Stay,,Moreno Mission,32.76521182041868,-117.19735788616403,Entire home/apt,320,2,1,2022-05-08,0.77,42,157,1,
615812756556056101,Ocean-View Mountaintop Luxury Getaway in San Diego,456231890,Michael,,Pacific Beach,32.80865007591952,-117.24426830186493,Entire home/apt,560,2,2,2022-06-10,2,1,57,2,
619776957764687845,Water Cabin Retreat w/ Toys,46427815,Thomas,,Mission Bay,32.759575659177706,-117.23544640425106,Entire home/apt,272,2,0,,,1,10,0,
615902075436263968,"Roomy townhome steps to beach with deck, WiFi, central AC, & fireplace - dogs OK",111814852,Vacasa California,,Mission Bay,32.7735,-117.2511,Entire home/apt,437,3,0,,,99,364,0,
615907816694815828,A lovely 2-Bedroom Condo with 1 free parking space,213436597,Edwin,,Mission Bay,32.782899818763255,-117.25240988766028,Entire home/apt,800,4,1,2022-06-12,1,2,338,1,
613126895209824239,Resort Style by Beach w/Pool/Gym/Theater/King Beds,423877829,Haus,,Moreno Mission,32.765113334531115,-117.19776136583252,Entire home/apt,309,2,2,2022-05-26,1.67,38,157,2,
619799586594612991,2 bd 2 ba den sweeping views penthouse brand new,350198750,Johnny,,Cortez Hill,32.72208147187301,-117.15639591442276,Entire home/apt,599,4,2,2022-05-30,1.87,1,81,2,
613153733823473164,Heart of San Diego - Relaxing Getaway!  Sleeps 7+!,32667349,Tom,,Normal Heights,32.766796120565125,-117.12262689407392,Private room,336,1,3,2022-05-26,3,1,248,3,
613186996778034517,CabinCruiser 🛥 2 beds @ Mission Bay 🏝,28615168,Lia,,Mission Bay,32.76528698364879,-117.24000679923633,Entire home/apt,232,1,5,2022-05-29,3.26,3,14,5,
619946193951826533,Charming hotel in San Diego steps from Balboa Park,9392285,Kristen,,Midtown,32.73766187754833,-117.15944764894813,Private room,176,3,0,,,1,49,0,
613201818171734521,NEW Smart Gaslamp Condo w City Views & Pool,456039968,Yahir,,East Village,32.7099301060975,-117.15789957927856,Entire home/apt,249,29,0,,,1,113,0,
613209230993014217,Fully equipped apartment home | 2 BR in San Diego,359066913,,,Grantville,32.783469594446494,-117.09499391751345,Entire home/apt,229,30,0,,,37,365,0,
615910794618228972,Modernized Midcentury Home with Ocean Views,72790067,David,,Pacific Beach,32.818046766465876,-117.22914609141054,Entire home/apt,350,15,0,,,1,63,0,
620116125273002285,Modern 2-story loft w/ views and free parking,9138015,David,,North Hills,32.74460702643762,-117.14539946514265,Entire home/apt,214,2,2,2022-05-30,2,2,1,2,
615933886077144818,"STUNNING 180 DEGREES OCEAN, BAY, CITY VIEWS!",69335348,Candace,,Pacific Beach,32.80828330815984,-117.24252405456878,Entire home/apt,371,2,0,,,3,110,0,
613627035663453885,LUXURY 2BD Ocean Facing apartment w/Pool & Gym,456132651,Arman,,Columbia,32.717334063955356,-117.1721278677073,Entire home/apt,350,30,0,,,1,349,0,
620245938510431372,Family-Friendly Home w/ Huge Yard & Private Patio - Easy Access to I-5,456018927,Vacasa California,,Bay Park,32.782007549108116,-117.195664324483,Entire home/apt,190,10,15,2022-05-04,0.29,11,307,1,
615983300571819401,"SPECTACULAR PANORAMIC 180 BAY, CITY, OCEAN VIEWS!",69335348,Candace,,Pacific Beach,32.80891,-117.24414,Entire home/apt,1064,2,1,2022-05-16,1,3,110,1,
620247536223594523,Chic Pacific Beach Townhome | Rooftop Deck & Central AC | Walk to the Beach,456018609,Vacasa California,,Pacific Beach,32.803968657391394,-117.24255854863354,Entire home/apt,461,3,0,,,36,358,0,
613724098541681688,Modern 2lvl LOFT/Heart of SD,375121309,Lubov,,East Village,32.70773334345487,-117.15552601584179,Entire home/apt,216,1,7,2022-06-13,5.83,1,168,7,
620247583853028005,Designer Studio with Patio & Grill - Walk to Ocean Beach & Sunset Cliffs,456018927,Vacasa California,,Ocean Beach,32.737393595163525,-117.25061691147376,Entire home/apt,232,3,6,2022-05-07,1.01,11,364,6,
620248582590451831,"Mid-Century Ranch Home - Rose Canyon Views, Private Pool, Hot Tub, Dogs OK",456018927,Vacasa California,,La Jolla,32.82915594262522,-117.24130260759921,Entire home/apt,601,3,7,2022-04-30,1.25,11,357,7,
620250989962162264,"Pacific Beach Basecamp with Balconies | Walk to Beach, Bay, Local Restaurants",456018927,Vacasa California,,Pacific Beach,32.79223504068467,-117.2528099661293,Entire home/apt,511,3,9,2022-04-24,0.65,11,364,7,
620251252337064415,"Mid-Century Modern | Private Pool, Dining & Lounging Patio | City & Bay Views",456018927,Vacasa California,,Pacific Beach,32.811702031135944,-117.22424805719699,Entire home/apt,717,3,5,2021-11-29,0.46,11,365,5,
620253019901617864,"Torrey Pines Beach Dream with Casita, Chefs Kitchen, Ocean-View Rooftop Deck",456018609,Vacasa California,,Torrey Pines,32.93234871818261,-117.2518159678563,Entire home/apt,639,2,0,,,36,365,0,
613750928176194399,Walk to Bay w/ Views!,97455615,James,,Mission Bay,32.790865825393915,-117.23245738225984,Entire home/apt,287,2,1,2022-06-06,1,3,163,1,
613761065412479916,"♦ WHOA!, NEW SEAVIEW OASIS HAS IT ALL - VIEWS ♦ SPA ♦ GAMEROOM ♦",14645243,RentalWithAView,,Midtown,32.733806812321504,-117.17050956871871,Entire home/apt,468,1,4,2022-06-11,3.08,9,258,4,
620253684743666907,Iconic La Jolla Adobe Home | Private Hot Tub | Secluded Courtyard Firepit,456018609,Vacasa California,,La Jolla,32.84765226748624,-117.26382154362902,Entire home/apt,601,3,20,2022-04-17,1.70,36,353,20,
620254519584801758,"Coastal Cabana | Bird Rock Retreat | Hot Tub, Firepit & Ocean-View Terrace",456018609,Vacasa California,,La Jolla,32.8137076293232,-117.26107560115503,Entire home/apt,613,2,7,2022-06-12,0.45,36,351,5,
613802977613465713,"Cute 1 Bed Rental Unit in Downtown, San Diego",113883981,City,,East Village,32.712900960775826,-117.15847069461371,Entire home/apt,849,1,0,,,46,270,0,
616013787603438391,2BR Condominium in San Diego,48005494,Zeus,,Carmel Valley,32.94635228789491,-117.22992390836595,Entire home/apt,207,30,0,,,27,2,0,
620258991567019012,Canyon-View Home | Serene Deck & Grill | Near Local Attractions,456018609,Vacasa California,,West University Heights,32.75537139011025,-117.15615800060962,Entire home/apt,249,3,8,2022-03-27,0.51,36,351,6,
616034901849932824,Spacious room with amenities next to SDSU,4432528,Basilio,,College Area,32.769814,-117.071663,Private room,72,1,3,2022-05-25,2.09,3,146,3,
613806402027402310,Cozy one-bedroom condo next to Balboa Park,456187815,Hung,,North Hills,32.741489,-117.146378,Entire home/apt,160,2,1,2022-05-29,1,1,84,1,
613823272592214101,"Newly-built, beach house with roof deck, WiFi, central AC, & luxury finishes",111814852,Vacasa California,,Mission Bay,32.78449422563716,-117.2521516842012,Entire home/apt,642,3,1,2022-05-31,1,99,352,1,
620261004441933405,Sunny San Diego Gem w/ Private Hot Tub & Patio!,456018609,Vacasa California,,Midtown,32.74284233021707,-117.17393249405276,Entire home/apt,126,3,0,,,36,364,0,
620262193828847778,"Designer Condo - Peekaboo Ocean Views, Walk to Ocean Beach & Sunset Cliffs",456018609,Vacasa California,,Ocean Beach,32.73832680321267,-117.25280235047647,Entire home/apt,280,3,1,2022-05-30,1,36,357,1,
620263389474570990,La Jolla Farms Hideaway | Private Hot Tub & 2-Car Garage | Close to Beach,456018609,Vacasa California,,Torrey Pines,32.881264028991545,-117.24557556615306,Entire home/apt,634,3,0,,,36,343,0,
620264490072941946,"Contemporary, Remodeled Home w/ Bay Views Near Gaslamp - 6 Miles to Downtown",456018609,Vacasa California,,Southcrest,32.6884213544283,-117.10882823908987,Entire home/apt,115,2,0,,,36,365,0,
613837512596737434,Clean San Diego 3 bed/2bath home w/backyard,456193785,Linda,,Serra Mesa,32.798857774165526,-117.12610509290353,Entire home/apt,299,2,0,,,1,31,0,
616072157341597081,Lovely Furnished 1 bedroom San Diego 120,456697664,Dena,,Bird Land,32.79462508357792,-117.15608834202763,Entire home/apt,160,2,1,2022-05-30,1,15,78,1,
620269226568172072,"For 50 to Mission Beach! Sparkling Ocean-View Studio w/ Carport, Patio & Grill",456018609,Vacasa California,,Mission Bay,32.7871186200418,-117.25297083195849,Entire home/apt,225,3,0,,,36,364,0,
620273308840557031,Exceptional La Jolla Vacation Home | Luxurious Poolside Paradise,456018609,Vacasa California,,Pacific Beach,32.80949923624956,-117.22305005537456,Entire home/apt,740,2,2,2022-06-07,2,36,353,2,
616096653515987943,Beautiful Remodeled 4 bed 4 bath House w/Pool.,456702423,Darren,,University City,32.85224416090796,-117.21163347207658,Entire home/apt,569,2,3,2022-05-22,2.31,1,344,3,
613859830901318515,San Diego Surf Cottage,79682570,Demi,,West University Heights,32.757999,-117.143097,Entire home/apt,154,2,8,2022-06-12,5.22,1,340,8,
620276384743653977,"Cheerful & Sunny Bay Park 3BR Home, A/C, Backyard",4656446,Air Concierge,,Bay Park,32.781693,-117.193588,Entire home/apt,350,30,0,,,30,33,0,
613866181816401620,Stylish 1 BR Condo with private balcony and pool!,30932804,Marina,,East Village,32.71018592120119,-117.15805145273082,Entire home/apt,200,5,2,2022-06-07,2,1,33,2,
613890083436960153,Lovely Fashion Valley Condo,120366962,Sharona,,Moreno Mission,32.76746752016738,-117.18134763644665,Entire home/apt,212,1,1,2022-05-30,1,1,365,1,
616138506582086657,Cozy room in an artfully designed home at SDSU,16820232,Lisa,,College Area,32.769814,-117.071663,Private room,66,1,7,2022-06-12,4.88,2,146,7,
620279418090602867,New Listing! Professionally Designed Pacific-View Beachfront Condo with Pool,456018609,Vacasa California,,Pacific Beach,32.801826693770344,-117.25900097166198,Entire home/apt,319,3,0,,,36,364,0,
620282714796775471,Urban Camping/Glamping at it's Best.,56642753,Ron,,Paseo Ranchoero,32.62672,-117.00838,Entire home/apt,78,1,9,2022-06-05,6.75,1,354,9,
616184018804631799,The Desert Room - an oasis in the heart of SDSU,4432528,Basilio,,College Area,32.769814,-117.071663,Private room,66,1,4,2022-06-14,3.33,3,154,4,
616200421968502311,Stylish & Spacious King Room,4432528,Basilio,,College Area,32.769814,-117.071663,Private room,75,1,1,2022-05-21,1,3,144,1,
616490004882557457,"Coastal Chic Paradise, Steps To The Sand",8336938,Vacation Rentals By Aaron,,Pacific Beach,32.793821071913804,-117.24663355930919,Entire home/apt,429,7,1,2022-05-15,0.94,56,312,1,
616571712938978161,"Remodeled 2bedroom, 1 bathroom house. Heart of SD",456573137,Roya,,Old Town,32.75174693048977,-117.19492684131366,Entire home/apt,299,1,0,,,2,169,0,
616626486983238174,Lively Studio Apartment in the Heart of Downtown,105519598,Dalton,,East Village,32.706707,-117.154663,Entire home/apt,208,2,6,2022-06-12,4.62,1,32,6,
613952880289915772,Cozy San Diego Room A,401114070,Michael,,Scripps Ranch,32.90377884331218,-117.10804432715707,Private room,87,1,2,2022-06-05,2,2,175,2,
613986090224461825,"Stylish Residence W/ RoofTop Downtown,Ocean Views!",456227676,Stay Zie,,Midtown,32.73840678254194,-117.17473209377964,Entire home/apt,793,3,2,2022-05-22,1.87,1,321,2,
614057417088508816,"Luxury beach home with private roof deck, WiFi, central AC, & parking",111814852,Vacasa California,,Mission Bay,32.784829556826686,-117.25248683085404,Entire home/apt,641,3,0,,,99,349,0,
620349935146672829,WanderJaunt | Clayton | 2BR | Morena,104309976,WanderJaunt,,Moreno Mission,32.771208613703685,-117.18794702332823,Entire home/apt,289,1,3,2022-05-31,2.25,75,248,3,
616694971058641590,Centrally Located 1BR with Community Pool/Hot Tub!,404584461,Ashley,,Loma Portal,32.74901872293237,-117.20896743857023,Entire home/apt,260,3,0,,,1,243,0,
620353080909390149,WanderJaunt | Marion | 2BR | Morena,104309976,WanderJaunt,,Moreno Mission,32.769018273886914,-117.18496983442971,Entire home/apt,240,1,5,2022-06-12,3.85,75,250,5,
616743587841478502,"Exquisite, romantic Ocean Beach retreat!",8336938,Vacation Rentals By Aaron,,Ocean Beach,32.75161569046739,-117.24639075669529,Entire home/apt,276,7,3,2022-05-30,2.43,56,312,3,
616763307079359735,*4-Bed Private Room in center of Gaslamp Quarter,341259760,Maria,,East Village,32.71404248087496,-117.15930165463386,Private room,235,1,0,,,22,89,0,
614338642581399627,Relaxing Getaway Minutes from Downtown and Beaches,31238633,Samuel,,Balboa Park,32.715805680386794,-117.13588372317581,Entire home/apt,298,2,8,2022-06-14,5.71,1,100,8,
620355998967589082,Posh Point Loma 4-Story Condo w/ Scenic Coronado-View Rooftop Deck,456018609,Vacasa California,,Roseville,32.72562531356388,-117.23085750888636,Entire home/apt,285,30,0,,,36,365,0,
614407647275688954,Cozy Room Central to All of San Diego,134180793,Anna,,North Hills,32.74755168379192,-117.14275719113752,Private room,76,1,15,2022-06-09,11.54,1,16,15,
616781294459107750,⭐️Beautiful remodeled home with deck and bay views!,216637346,Angela,,Midtown,32.7351995160079,-117.17197559859586,Entire home/apt,629,4,2,2022-05-30,2,2,18,2,
616828282140882743,LARGE Studio - 3rd floor - San Diego 317,456697664,Dena,,Bird Land,32.79421656120001,-117.15633167197555,Entire home/apt,181,2,0,,,15,294,0,
616851836612170250,SUITE - Brand New 1 Bedroom Unit in San Diego 320,456697664,Dena,,Bird Land,32.79456659387013,-117.15675372585208,Entire home/apt,175,2,0,,,15,364,0,
616900705459751410,Enchanted Ocean Sunsets,399855502,Kiran,,Pacific Beach,32.7993443053882,-117.25769015472257,Entire home/apt,343,3,3,2022-06-12,3,2,306,3,
616909298506634459,Condo near the beach  in La Jolla,140824245,Jaime,,La Jolla Village,32.85826,-117.23187,Entire home/apt,185,4,0,,,2,227,0,
620356773834596647,WanderJaunt | Kyle | 2BR | Morena,104309976,WanderJaunt,,Moreno Mission,32.77087,-117.18608,Entire home/apt,276,1,2,2022-05-30,1.87,75,261,2,
616939384968348486,"Cozy central family getaway W/private pool, AC",36662186,Daphne,,Clairemont Mesa,32.81083971845261,-117.18890621406304,Entire home/apt,504,5,0,,,1,10,0,
620358213016308268,"New Listing! Oceanfront Pacific Beach Condo w/ Amazing Views, Pool & Hot Tub",456018609,Vacasa California,,Pacific Beach,32.79982904275305,-117.256626222174,Entire home/apt,260,3,2,2022-05-21,2,36,358,2,
617068669305487338,Luxury suites in San Diego Mission Bay (king),359755561,Dr. Anthony,,Mission Bay,32.800434450359056,-117.21466387126891,Private room,310,3,0,,,4,362,0,
617082232527315360,Luxury Hotel in San Diego Hotel Circle (Queen),359755561,Dr. Anthony,,Old Town,32.76107150284864,-117.16800106009256,Private room,240,3,0,,,4,362,0,
617089728848177365,Luxury Club Hotel & Marina in Shelter Island(king),359755561,Dr. Anthony,,Midtown District,32.71588629604592,-117.2242555271196,Private room,335,3,0,,,4,362,0,
614558842415100512,Cute Guest House in Bay Park,82423101,Matt And Gabrielle,,Bay Park,32.79992852515347,-117.20769529399354,Entire home/apt,127,1,14,2022-06-13,9.55,1,20,14,
614570941299816970,"2B1B Guest Suite,Private entry&Bath,UCSD LaJolla",418599072,Kengming,,Mira Mesa,32.91344576742584,-117.16032075917038,Entire home/apt,175,1,3,2022-05-23,2.31,15,331,3,
620376580398143676,"Vast Ocean-View Estate | 7 Balconies, Hot Tub & Meditation Room",456018927,Vacasa California,,La Jolla,32.8431731793134,-117.26471277494858,Entire home/apt,1432,3,2,2021-08-12,0.11,11,365,1,
614596080177928564,Saltbox on Jewell: Upscale 3 Bedroom: Heart of PB!,187580525,Dana,,Pacific Beach,32.803699130822096,-117.24111667361146,Entire home/apt,600,3,0,,,3,13,0,
617276455822066561,City Oasis - Guest Suite w/Free Jacuzzi & Laundry,158910964,Maggie,,City Heights West,32.747306658700836,-117.11022678023969,Entire home/apt,116,2,11,2022-06-12,10.31,1,35,11,
617358883992749143,"Chic, Central, & Remodeled 3 br/2ba House w/ AC",24462534,Joanne,,North Clairemont,32.83687124641473,-117.18654808773141,Entire home/apt,487,2,1,2022-05-31,1,2,157,1,
617391152963989857,‼️2 bed/1bath Remodeled townhouse.Centrally located,436073070,Sara,,Old Town,32.74983785312682,-117.1949418024944,Entire home/apt,100,1,2,2022-05-31,2,5,165,2,
620377784647247413,"Hilltop San Diego Heaven | Private Pool, Game Room & Panoramic Views!",456018927,Vacasa California,,San Carlos,32.8094583508034,-117.05071518092589,Entire home/apt,355,3,50,2022-05-03,0.98,11,365,10,
614659275859586186,Spacious home located in a quiet residential area,456386140,Gaston,,Otay Ranch,32.61981,-117.00354,Entire home/apt,452,3,1,2022-06-06,1,1,338,1,
614753300490630939,Beautiful Downtown condo w/rooftop pool,42401593,Murad,,Core,32.71744674197369,-117.15604025971643,Entire home/apt,849,1,0,,,2,364,0,
620379127400193975,All-Suite Pierside Perfection w/ Ocean-View Balconies & Direct Beach Access,456018609,Vacasa California,,Pacific Beach,32.79514003314526,-117.25674115460627,Entire home/apt,403,3,21,2022-05-27,0.84,36,343,13,
620384491905264722,Stylist & Beautiful 3BR Home w Backyard & firepit,5151013,Uyen,,San Carlos,32.8154399646177,-117.05932381254166,Entire home/apt,309,1,3,2022-06-06,3,3,5,3,
620396479132474397,A urban studio in the heart of Golden Hill,1105069,Christian,,Balboa Park,32.718494,-117.143364,Entire home/apt,115,2,5,2022-06-12,5,2,294,5,
620420356675430237,Lavish Escape | Rooftop Deck and Central AC | Walk to Beach & Dining,456018927,Vacasa California,,Mission Bay,32.79364927473575,-117.24117123933874,Entire home/apt,655,2,2,2022-05-30,0.22,11,353,2,
617506678863418722,Single Level 2 Bd 2 Ba Las Palmas UTC La Jolla Colony Condo Pool,156086844,Southern California Rentals,,University City,32.85904900529983,-117.22482857072251,Entire home/apt,225,1,0,,,23,264,0,
620523468107844770,Ideal living in SD! +Tennis +Hot tub +EV & MORE!!,194312132,Next Level,,University City,32.86868,-117.22079,Entire home/apt,226,1,2,2022-06-10,2,4,68,2,
615048373978069962,Bedroom in South/North Park+ Culinary Experience,99143117,Gabriel,,North Hills,32.74049568636928,-117.1284129214699,Private room,99,2,5,2022-06-05,3.19,1,0,5,
620562626253207770,Upscale apartment home | 3 BR in San Diego,359066913,,,Del Cerro,32.78230410377109,-117.08465720326296,Entire home/apt,294,30,0,,,37,365,0,
617507366198001189,The Sea Star House,68144180,Hilary,,Bay Ho,32.82371617959699,-117.21142773033893,Entire home/apt,165,5,0,,,4,57,0,
620566140356093815,Fully equipped apartment home | 2 BR in San Diego,359066913,,,Grantville,32.78371314758681,-117.09498630241471,Entire home/apt,229,30,0,,,37,365,0,
620569553709424857,"Luxe New-Build | Balcony, Grill, Fire Table | 100 to Bay, Walk to Beach",456018609,Vacasa California,,Mission Bay,32.775287161209974,-117.2519839859734,Entire home/apt,762,2,4,2022-04-19,0.79,36,364,4,
617595463044645576,Bayside Boho Casita,218531066,Valley,,Northwest,32.62637,-117.09343,Entire home/apt,117,2,3,2022-06-07,3,2,60,3,
615072399210033608,Luxury Furnished Studio / Guesthouse,69736312,Candice,,North Clairemont,32.83776807460463,-117.20849712845998,Entire home/apt,120,90,0,,,1,364,0,
620692258333838282,Walk to the Beach & Dining! Torrey Pines Casita - Near Del Mar Racetrack,456018609,Vacasa California,,Torrey Pines,32.932464347641464,-117.25072524898489,Entire home/apt,684,2,0,,,36,365,0,
615079593585076527,"Beach Cottage - Beach, Golf, Hiking!",456471641,John,,Torrey Pines,32.871807,-117.245247,Entire home/apt,337,3,1,2022-06-11,1,1,176,1,
615090722743871067,"Resort-style home + guesthouse with private pool, hot tub, bar, & mountain views",111814852,Vacasa California,,Rolling Hills Ranch,32.67605,-116.94007,Entire home/apt,1659,3,0,,,99,365,0,
617960129636990673,Pacific Beach 1 bedroom/1 bath cottage,263073550,Andrew,,Pacific Beach,32.80495867956002,-117.23714282422429,Entire home/apt,200,7,0,,,1,56,0,
620702065145472114,"Roomy Townhouse w/ Private Rooftop Deck & Garage Parking, 1 Block to Beach",456018609,Vacasa California,,Mission Bay,32.76128305034563,-117.2515157931662,Entire home/apt,377,7,29,2021-07-31,0.53,36,358,1,
618001259690816761,Luvly 3bed Apt wit pool close to SD Convetn Centr#,417495473,Kennedy,,East Village,32.71081799748688,-117.15864730682306,Entire home/apt,357,2,2,2022-05-20,1.87,12,139,2,
615126872885729542,"Lovely, Self-Care Sanctuary 2-bed/2-bath Condo",35922269,Rave,,West University Heights,32.762887376421894,-117.14034965042501,Entire home/apt,250,60,1,2022-05-08,0.77,1,223,1,
620704287775876728,"Luxe home in gated community with backyard - near University, dining, shopping",456018609,Vacasa California,,Carmel Valley,32.92208016460624,-117.23350086824883,Entire home/apt,516,30,0,,,36,350,0,
618036324273913640,Steps to the beach & restaurants!   Easy 1bd/1bath,19185853,Tony,,Ocean Beach,32.7491,-117.250885,Entire home/apt,158,10,0,,,1,23,0,
620719765912412427,2 Separate Designer Condos - Walk to Ocean Beach & Sunset Cliffs,456018927,Vacasa California,,Ocean Beach,32.738908333460756,-117.25073119831471,Entire home/apt,511,2,4,2022-05-15,0.73,11,357,4,
620787433730802646,"Contemporary Bungalow: Game Room, Fireplace & Fruit Trees ' 10 Mins to Beach",456018609,Vacasa California,,Bay Ho,32.82583517076702,-117.20759702071277,Entire home/apt,221,3,1,2022-05-23,1,36,360,1,
618039823207351521,Cozy Modern House Near SDSU / 5 Mins from Beaches,279009790,Carson,,Grantville,32.78600736129772,-117.08635315474035,Entire home/apt,160,2,0,,,1,164,0,
615151440829201519,2 blocks away from Windansea Beach in La Jolla,81025054,Jennison R,,La Jolla,32.82277,-117.27853,Entire home/apt,550,2,1,2022-05-30,1,1,177,1,
620788407809046504,"Ocean-View Village Getaway: Huge Fenced Yard with Deck, Firepit & Grill",456018609,Vacasa California,,La Jolla,32.84806949128859,-117.26402356098865,Entire home/apt,700,3,26,2022-04-25,1.26,36,361,18,
618109715629751251,Cheerful 55 plus townhouse,34661922,Gretchen,,Rancho Bernadino,33.027568385391554,-117.05115643240524,Entire home/apt,135,90,0,,,1,319,0,
620791189164109871,"Mission Beach Retreat w/ Private Garage, Private Balcony & Surfboards",456018609,Vacasa California,,Mission Bay,32.77788787569578,-117.25178975188571,Entire home/apt,356,3,26,2022-06-05,1.10,36,346,12,
615214288710903317,Cheerful 2-bed Cottage with a  patio ocean beach!,56877804,Birsen,,Loma Portal,32.74714096348388,-117.24307302613673,Entire home/apt,175,30,0,,,14,42,0,
615228031012415001,Mission Bay Cottage,125050619,Isadora,,Bay Park,32.797318946130275,-117.20693695569112,Entire home/apt,337,2,0,,,6,19,0,
620791552793562088,Mission Hills Victorian Home | Private Yard & Balcony with Downtown Views,456018609,Vacasa California,,Old Town,32.74714393437316,-117.18544690937227,Entire home/apt,452,3,0,,,36,354,0,
