id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52088878,Cozy independent room next to Lake Murray,100368579,Guy & Eva,,San Carlos,32.789742,-117.034927,Private room,85,2,7,2022-06-12,3.62,1,148,7,
599610579640991142,RelaxingSunset View PrivateBalcony for SIX guests,414789390,Grecia,,Tijuana River Valley,32.53066158004917,-117.0831512626807,Entire home/apt,96,1,1,2022-04-30,0.64,2,361,1,
35203930,San Diego-Bonita Oasis on 1/2 acre with pool #1,265085721,Sherry,,Bay Terrace,32.68282,-117.02559,Private room,73,2,59,2022-05-29,1.65,3,117,30,
19621314,"Huge Royal Luxury En Suite (Bath, WC & Balcony)",46170232,Jay,,Mission Bay,33.08553,-117.02757,Private room,90,1,147,2022-06-06,2.45,5,14,30,
53661776,2 bedrooms/ 1 bath - Upstairs - Near Lake Hodges,62320777,Cara,,Rancho Bernadino,33.09528,-117.10836,Private room,167,2,0,,,7,28,0,
628640985640584632,Bright freshly renovated apartment w/ kitchenette,95926933,Fabian,,Mission Bay,32.545208446620805,-116.93391413383509,Entire home/apt,54,1,0,,,11,363,0,
29489747,Majo's Place,174649308,María José,,Mission Bay,32.53125,-116.97315,Entire home/apt,31,1,527,2022-06-07,11.90,1,349,160,
588584479865718415,"Wonderful 1 Bedroom, Close to the Bay",113883981,City,,Northwest,32.66696,-117.1013,Entire home/apt,356,1,0,,,46,269,0,
1240503,Slightly SE of San Diego -- Queen 2,6761999,Marilyn,,Bonita Long Canyon,32.64779,-116.99218,Private room,40,1,167,2022-05-31,1.54,2,184,34,
29185190,The West Star,25047669,Elizabeth,,Northwest,32.65319,-117.10861,Entire home/apt,343,2,92,2022-06-01,2.27,1,262,16,
39755889,Beautiful 4BR Luxury Home in Great Location w/Pool,303518125,Blanca,,Bay Terrace,32.67727,-117.03607,Entire home/apt,752,2,52,2022-06-05,1.71,1,23,24,
37637253,"¡Cómodo, Seguro y Acogedor! (5 MIN DE LINEA INT.)",252208105,Osvaldo,,Mission Bay,32.54489,-116.92548,Entire home/apt,39,1,1,2019-10-27,0.03,1,3,0,
45812616,Seaside Room,1451704,Deborah,,Tierrasanta,32.83214,-117.02254,Private room,83,1,19,2022-05-30,1.50,2,355,15,
34229310,19 Downtown Tijuana Centro Small Studio w/ Parking,221210514,Ruben,,Tijuana River Valley,32.53349,-117.0498,Entire home/apt,32,1,151,2022-06-04,4.24,1,175,56,
25461248,Glamping in the Orange Grove Tipi/Teepee-Kids Free,503698,Nancy,,Mission Bay,33.08365,-117.03843,Entire home/apt,69,2,58,2022-05-29,1.19,1,327,12,
29967,"Great home, 10 min walk to Beach",129123,Michael,,Pacific Beach,32.80751,-117.2576,Entire home/apt,265,4,79,2022-05-29,0.54,5,297,14,
589003460931043642,⭐️Kids Paradise RESORT POOL/SPA/PLAYSET/TOYS/BBQ,51245174,Carrie,,Scripps Ranch,32.93501,-117.06186,Entire home/apt,487,2,1,2022-06-06,1,3,41,1,
48352938,🌼 Hidden Oasis Casa • Professionally Cleaned,162125688,Jennifer,,Northwest,32.66614,-117.10657,Entire home/apt,190,2,71,2022-05-30,4.77,7,60,48,
38245,Point Loma: Den downstairs,164137,Melinda,,Roseville,32.74217,-117.21931,Private room,86,1,147,2022-01-16,1.03,3,288,4,
19641722,"Welcoming, Friendly & Comfortable",135578419,Afrah,,Encanto,32.73354,-117.05403,Private room,80,1,11,2019-07-21,0.18,1,318,0,
45310768,"Warm & Cozy , condominio SEGURO en privada",204271448,Luis Fernando,,Tijuana River Valley,32.53057,-117.08402,Entire home/apt,59,1,53,2022-06-13,2.48,1,220,36,
24232795,Casa Vista Lago Otay-Tijuana,138063643,Alejandro,,Mission Bay,32.53658,-116.94116,Entire home/apt,160,1,31,2022-04-02,0.61,1,166,8,
54001,"La Jolla Garden Cottage: Blks to Ocn; 2Bdms, 1Bath",252692,Marsha,,La Jolla,32.81301,-117.26856,Entire home/apt,262,5,289,2022-05-31,2.07,2,50,30,
33202028,"2min.línea de Otay, 5min.de aeropuerto y consulado",194635599,Norma,,Mission Bay,32.545,-116.92656,Entire home/apt,73,3,18,2020-03-16,0.46,1,165,0,
43010270,Del Dios Home with Lake View,342381035,Karen,,Rancho Bernadino,33.09275,-117.11278,Private room,75,2,0,,,1,140,0,
62274,"charming, colorful, close to beach",302986,Isabel,,Pacific Beach,32.80583,-117.24244,Entire home/apt,89,1,732,2022-05-24,5.21,3,283,78,
32963195,Modern Private Room C,128467101,Vannessa,,Encanto,32.73191,-117.04142,Private room,90,1,62,2022-05-30,1.56,3,80,28,
50776070,Céntrico estudio tipo loft en el Centro de Tijuana,11983976,Ximena,,Tijuana River Valley,32.53521,-117.05287,Entire home/apt,46,3,15,2022-04-10,1.33,1,237,15,
62949,Pacific Beach Cozy Private Hideaway Bikes Included,21532,Lisa,,Pacific Beach,32.80885,-117.23043,Entire home/apt,110,1,862,2022-06-12,7.22,2,124,88,
4069792,Air Conditioned Terraza Studio Apartment,21065491,Melissa,,Mission Bay,32.54591,-116.93318,Entire home/apt,49,2,26,2020-08-11,0.32,5,69,0,
67441,Canyon apartment hideaway,332552,Peter,,College Area,32.76347,-117.07753,Entire home/apt,77,30,6,2021-11-04,0.07,6,154,1,
19316854,"The Mud Castle at ""Q De La Mancha""",135298645,Max And Jonathan,,Del Mar Heights,32.95723,-117.26145,Private room,90,2,301,2022-06-12,4.97,1,13,60,
53466698,Mountain View private bedroom near Lake Hodges,62320777,Cara,,Rancho Bernadino,33.09438,-117.10834,Private room,87,1,14,2022-06-12,2.07,7,19,14,
6361160,Luxurious Master Suite on Vineyard,8499599,Laurie & Louie,,Mission Bay,33.11247,-117.02373,Private room,170,2,90,2022-03-21,1.05,2,71,25,
75668,San Diego Living by JA 2,401936,Johnathon,,North Hills,32.74699,-117.14243,Private room,45,3,195,2020-09-30,1.47,2,77,0,
54343712,1.5 Blocks From The Beach: The Low Tide in Del Mar,162283241,Kimberly,,Del Mar Heights,32.97055,-117.26633,Entire home/apt,539,1,9,2022-05-30,4.03,23,272,9,
586534279913196073,"Spacious 2 Bedroom, Next to Kimball Park",113883981,City,,Northwest,32.66827,-117.10271,Entire home/apt,233,1,15,2022-06-10,5.56,46,269,15,
77785,"1 bdrm, shared space Ideal-Short Term Work Assign",417659,Alicia,,Old Town,32.749096,-117.191025,Private room,85,32,19,2022-06-09,0.36,1,93,2,
510038542789025777,Otay Home,356972601,Lino Antonio,,Mission Bay,32.53598,-116.93715,Entire home/apt,144,3,16,2022-06-11,2.81,2,328,16,
51028272,HERMOSO DEPTO ENTERO 2 ROOMS CERCA DE AEROPUERTO,281161184,Evelia Irene,,Mission Bay,32.53727,-116.97139,Entire home/apt,61,1,38,2022-05-24,3.49,5,333,38,
79300,San Diego living by JA 1,401936,Johnathon,,North Hills,32.74715,-117.1428,Private room,50,3,160,2022-02-28,1.17,2,86,3,
567612616922652053,Trendy bedroom long term stay,10824022,Barbara,,Tierrasanta,32.84266,-117.01692,Private room,47,7,0,,,5,46,0,
584029548868124625,Gate comm. house close to the border and airport,449874393,Roberto,,Mission Bay,32.537052,-116.941582,Entire home/apt,170,1,1,2022-05-29,1,1,364,1,
103417,"La Jolla Retreat-Zen Lifestyle, More than a Room",252692,Marsha,,La Jolla,32.81321,-117.26853,Private room,143,5,231,2022-05-21,1.75,2,54,8,
38821650,Tiny Casita,73634115,Juan,,Bonita Long Canyon,32.67859,-117.0041,Entire home/apt,79,2,97,2022-06-05,3.26,1,108,40,
103720,Gaslamp Room - Hillcrest House Bed & Breakfast,507423,Ann,,Midtown,32.74779,-117.1648,Entire home/apt,153,1,83,2022-06-06,0.62,8,152,11,
646973034031335408,Lovely 3 BR Family Home just a Walk to the Beach,154680709,Anthony,,Southcrest,32.671426,-117.0981513,Entire home/apt,243,1,0,,,2,353,0,
44418097,Modern New Apartment (LA Banana),358702316,Ivanna,,Mission Bay,32.53161,-116.95079,Entire home/apt,108,1,82,2022-06-11,3.61,1,340,47,
103841,"Tranquil, Private Bedroom/Bath in Carmel Valley",541128,Florence,,North City,32.95948,-117.23468,Private room,82,2,118,2022-06-12,0.88,1,29,3,
616554668853520699,Beautiful Large Casita Apartment  in Wine Country,87117943,David,,Mission Bay,33.06727945111595,-117.0426250914426,Entire home/apt,370,2,8,2022-06-11,5.45,1,61,8,
108349,Felspar Townhome- Beach Living by Boardwalk & Pier,546519,Juliana,,Pacific Beach,32.79783,-117.25416,Entire home/apt,384,6,161,2022-01-09,1.22,2,16,10,
53076673,5-2 EstudioChico GaritaOtay/Aeropuerto/BellasArtes,110023604,AboDago,,Mission Bay,32.54499,-116.92265,Entire home/apt,36,2,7,2022-05-29,0.95,16,358,7,
28386795,Ranch House 10 minutes from Downtown San Diego,6927334,Kate,,Encanto,32.73397,-117.04629,Entire home/apt,821,2,40,2022-05-15,0.88,1,344,22,
126344,"Tourmaline House - Steps to Beach, Pet-Friendly",546519,Juliana,,Pacific Beach,32.80751,-117.25728,Entire home/apt,458,6,180,2022-06-01,1.39,2,166,16,
132966,Water View Studio in Pacific Beach!,555739,Rosana,,La Jolla,32.80934,-117.25913,Entire home/apt,86,31,32,2022-05-20,0.27,1,228,5,
638785964143647143,Privado y espacioso apartamento con patio,95926933,Fabian,,Mission Bay,32.54525818532552,-116.9333628840966,Entire home/apt,57,1,0,,,11,361,0,
49671927,"Del Mar Beach Life, Surf boards available",22217438,Suanne,,Del Mar Heights,32.94846,-117.2638,Private room,119,1,27,2022-05-09,2.11,2,12,23,
149548,Mission Bay Getaway - Seaworld Beaches SUPER CLEAN,721326,Olivia,,Bay Park,32.79993,-117.20067,Private room,75,3,215,2022-06-07,1.63,2,158,10,
34758222,3-1 Estudio Chico GaritaOtay/Aeropuerto/FACTURAMOS,110023604,AboDago,,Mission Bay,32.54098,-116.93216,Entire home/apt,28,2,75,2022-04-29,2.01,16,356,15,
165967,MIKE'S PLACE - A PRIVATE  COTTAGE,790976,Mike,,West University Heights,32.75314,-117.15142,Entire home/apt,125,3,639,2022-06-12,4.83,2,199,46,
38556381,Sunrise View Chateauette,101770066,Ranu,,Mission Bay,33.09087,-117.03942,Entire home/apt,109,2,168,2022-06-06,5.05,1,116,47,
561859861108294241,Bonito Loft  Otay cerca a Garita y parque Amistad,210817218,Lydia,,Mission Bay,32.53923,-116.93763,Entire home/apt,34,3,8,2022-06-11,4.00,2,359,8,
40030896,Sunset & Solitude Couples Retreat in San Diego Bay,28893008,Daniel,,Northwest,32.65145,-117.10881,Entire home/apt,190,5,27,2022-03-03,0.87,1,284,7,
167022,Room and shared bath in home near beach.,795905,Franz,,Pacific Beach,32.79644,-117.23409,Private room,100,3,233,2022-06-02,1.75,3,0,23,
51430216,Modern Apartment 10 mins to DT and 18 to the Beach,7485479,Bogdan,,Darnall,32.73827,-117.03545,Entire home/apt,139,7,3,2021-08-23,0.29,1,30,3,
167760,Traveler's Haven - Central to all!,799669,Mary,,Mira Mesa,32.91216,-117.12881,Private room,48,1,81,2022-03-24,0.61,3,0,9,
53434938,Hermoso departamento a 5 minutos Garita  de Otay,156336218,Teodoro,,Mission Bay,32.53935,-116.9348,Entire home/apt,32,3,9,2022-05-30,1.36,2,82,9,
33722616,7-1 Estudio chico GaritaOtay/Aeropuerto/FACTURAMOS,110023604,AboDago,,Mission Bay,32.54062,-116.93106,Entire home/apt,27,2,37,2022-03-04,0.97,16,363,12,
167804,"Mission Bay Retreat Studio, near Beaches, La Jolla",721326,Olivia,,Bay Park,32.80135,-117.20282,Private room,76,3,104,2022-06-07,0.87,2,159,27,
52856617,"cómodo depto. completo, 10 min. de la frontera(13)",255579234,Jose Alberto,,Tijuana River Valley,32.534561,-117.080566,Entire home/apt,58,1,28,2022-06-14,3.57,6,363,28,
168415,Travel Twin Artist Retreat w/ Pool,766039,Pamela,,Bird Land,32.78175,-117.16045,Private room,91,5,71,2022-06-12,0.54,4,5,4,
36358970,Depa Otay a quince minutos de la garita/aeropuerto,273384787,Josué,,Mission Bay,32.5388,-116.9294,Entire home/apt,42,2,83,2022-06-07,2.33,1,193,26,
51567627,Quaint private room in 4 bedroom home,392954360,Jill,,Jomacha-Lomita,32.73409,-117.02133,Private room,70,1,8,2022-05-20,0.92,2,299,8,
170421,Traveler's Haven 2 - Central to all,799669,Mary,,Mira Mesa,32.91068,-117.13051,Private room,55,2,53,2019-07-31,0.40,3,165,0,
171212,Entire 3BR/2BA Condo in Beautiful Del Mar!,816767,Kayvon,,Carmel Valley,32.94568,-117.23229,Entire home/apt,189,30,54,2022-05-15,0.48,1,258,4,
53604612,Peaceful Bonita Guest Suite with private entry,434098530,Marilyn,,Bonita Long Canyon,32.67942,-116.99356,Private room,90,1,35,2022-06-13,5.83,1,320,35,
46873863,Depto cerca de garita de otay y aeropuerto 103.,173890621,Martín,,Mission Bay,32.55039,-116.91757,Entire home/apt,59,1,16,2022-02-06,0.89,2,134,13,
52925712,Departamento a 5 minutos de la Garita de Otay,156336218,Teodoro,,Mission Bay,32.53875,-116.9339,Entire home/apt,25,3,2,2021-12-30,0.34,2,85,2,
172519,Upstairs Room/Pt. Loma,164137,Melinda,,Roseville,32.73936,-117.21747,Private room,85,2,53,2019-01-13,0.40,3,113,0,
49885561,Charming Vintage RV Feels like Private Apartment,276140728,Riyen,,Rancho Bernadino,33.08282,-117.08318,Entire home/apt,89,1,12,2022-05-07,1.01,1,84,12,
174041,PRIVATE LOFT 2 beds/1 ba - Central!,799669,Mary,,Mira Mesa,32.91086,-117.13066,Entire home/apt,125,5,7,2016-08-02,0.05,3,4,0,
41937913,Departamento a 5 minutos de Garita de Otay,331266615,Raquel,,Mission Bay,32.53908,-116.92902,Entire home/apt,37,4,33,2022-06-10,1.18,3,85,9,
175119,"Private bed&bath (sorry, closed for pandemic)",836963,Kevin,,Talmadge,32.76687,-117.09017,Private room,99,1,102,2021-08-08,0.77,1,49,4,
611419287662289550,Hermoso condominio a 2km de la garita de otay,455395894,Rosario,,Mission Bay,32.55127,-116.92014,Entire home/apt,46,2,1,2022-05-31,1,1,360,1,
46628090,Mon Ami,104573592,Lisa,,Mission Bay,33.12553,-117.02891,Entire home/apt,159,1,112,2022-06-13,6.15,1,72,69,
176588,Mission Bay Cottage - SAN DIEGO,2139569,Doug,,Moreno Mission,32.77361,-117.2004,Entire home/apt,111,3,234,2022-06-12,1.78,2,84,35,
638411046723074524,"Casa Muy Mexicana, Bienvenid@s",391443012,Janice,,Lincoln Park,32.68874,-117.09189,Private room,58,1,0,,,2,76,0,
51470168,Athletic home 4xWorld Champion GS (Kettlebell),413513993,Elena,,Sunbow,32.60348,-117.02547,Private room,47,1,17,2022-05-30,1.92,2,350,17,
31340827,"Mi Lugar Otay 5 min Garita Otay E.U,  Arpto y UABC",234645602,Ario Refugio,,Mission Bay,32.53322,-116.94021,Entire home/apt,79,2,119,2022-05-31,2.93,1,344,35,
35451291,❀❤❀ Private Paradise 2BD/2BA Guest House! ❀❤❀,111305639,Irina,,Sabre Springs,32.96686,-117.05779,Entire home/apt,155,1,46,2022-06-13,1.26,2,332,19,
182428,Adorable South Mission Studio 5- 1block to Ocean,874515,Luke,,Mission Bay,32.76411,-117.25139,Entire home/apt,252,4,10,2022-05-20,0.10,30,357,4,
54370176,Stunning Bedroom. Access to pool,256122633,Millan,,Lake Murray,32.8245,-116.99477,Private room,69,2,11,2022-06-11,2.52,2,133,11,
49860499,Find a cozy gem 💎 steps away from the otay border,60908702,Maribel,,Mission Bay,32.5456,-116.93181,Entire home/apt,78,1,14,2022-03-21,1.10,1,345,12,
184238,"OB studio, ocean views, hot tub & garage parking!",883704,Scott,,Loma Portal,32.74109,-117.24503,Entire home/apt,224,2,481,2022-06-05,3.64,1,298,65,
37213629,Departamento compartido con anfitrión 102,173890621,Martín,,Mission Bay,32.55056,-116.91952,Private room,24,1,1,2020-03-28,0.04,2,2,0,
638499036232081406,"Charming, tranquil guesthouse for a relaxing stay",21750458,Jon And Yvonne,,Mission Bay,33.07463393360706,-117.07185798603848,Entire home/apt,147,2,0,,,1,149,0,
189785,"La Jolla/PB Ocean views! 
1 block to beach & surf.",915738,Jeff,,La Jolla,32.81041,-117.26637,Private room,130,21,39,2022-05-27,0.38,1,48,6,
605288704411246553,CENTRALLY LOCATED TO EVERYTHING! 5 min to Downtown,25320944,Maggie,,Bario Logan,32.67104,-117.10834,Entire home/apt,221,1,7,2022-05-30,3.96,6,58,7,
23684438,Rae's Manor.  Your Home Away From Home>>West Room,80786984,Rae,,Jomacha-Lomita,32.719,-117.01437,Private room,55,3,5,2019-10-02,0.10,4,71,0,
45656586,"Newer ""Manor Studio""",42475752,Gregg,,Lake Murray,32.79269,-117.00105,Entire home/apt,91,2,76,2022-06-12,3.70,1,140,52,
190225,LJ Village charming home with private pool & spa,918513,Paige,,La Jolla,32.84006,-117.26922,Entire home/apt,725,3,215,2022-06-06,1.75,1,160,45,
546734321845129484,Spacious Poway Apartment Room 1,441859079,Jonny,,Sabre Springs,32.94725,-117.06489,Private room,59,1,12,2022-05-01,2.93,3,298,12,
52382525,3-2 EstudioChico/Garita Otay/Aeropuerto/FACTURAMOS,110023604,AboDago,,Mission Bay,32.54558,-116.92222,Entire home/apt,30,2,4,2022-05-03,0.56,16,339,4,
621115905750128009,Cheerful 3-Bedroom Home With Hot Tub,125386330,Amanda,,Jomacha-Lomita,32.72391025167554,-117.03173966046704,Entire home/apt,120,30,0,,,1,61,0,
39058126,¡The Guest Suite Studio! Pet Friendly near La Mesa,72419946,Stacio,,Jomacha-Lomita,32.73373,-117.01401,Entire home/apt,99,7,8,2022-04-01,0.59,4,11,6,
203528,OLD TOWN CHARMER GUEST ROOM,975389,Irene,,Old Town,32.75033,-117.19283,Private room,132,2,2,2014-07-28,0.02,2,109,0,
26499462,Suitelife San Diego,29450664,Rae,,East Lake,32.64635,-116.97848,Entire home/apt,144,2,53,2020-07-13,1.10,1,63,0,
51027685,"ROOM ""D"" EN EL DEPTO EN OTAY CERCA DEL AEROPUERTO",281161184,Evelia Irene,,Mission Bay,32.53611,-116.97101,Private room,24,1,62,2022-05-27,5.85,5,66,62,
35460480,Private Entrance self check-in Luxury Chic Suite,23550116,Carla,,Bonita Long Canyon,32.67467,-116.99034,Private room,86,2,215,2022-06-09,5.85,1,344,104,
211583,"The Happy Little Cottage, just steps to sand...",1090651,J-Me & Clark,,Mission Bay,32.76757,-117.25103,Entire home/apt,260,3,208,2022-05-31,1.81,1,114,33,
21241308,Escondido Home on 6-Acre Vineyard Estate w/ Views!,126644161,Evolve,,Mission Bay,33.07034,-117.00552,Entire home/apt,179,3,55,2022-06-05,1.00,70,339,20,
24042772,Family Oriented Home Away From Home South Room,80786984,Rae,,Jomacha-Lomita,32.71712,-117.01477,Private room,50,3,13,2022-05-31,0.26,4,359,2,
49907974,BEAUTIFUL Home with a View!!,213452117,Sophia,,Jomacha-Lomita,32.72973,-117.01926,Entire home/apt,396,3,42,2022-06-07,3.41,2,113,41,
213653,Beautiful Ocean View & Torrey PInes Serenity,660996,Kathy,,Torrey Pines,32.92565,-117.24847,Entire home/apt,1150,7,48,2021-11-09,0.39,1,96,8,
53951222,Full Circle Farms Getaway | Luxury Estate,410172406,Carissa,,Mission Bay,33.07448,-116.93262,Entire home/apt,2013,4,6,2022-04-02,1.06,4,310,6,
49164317,ModernGuestsSuite Private entrance /Self check-in,388356587,Lisa,,Jomacha-Lomita,32.710724,-117.016396,Entire home/apt,85,1,38,2022-06-13,2.92,1,152,35,
614438108915924207,A countryside hilltop Wheel Estate!,104071067,Kelly,,Mission Bay,33.076181118482786,-117.05303795338132,Entire home/apt,134,1,7,2022-06-09,5.53,1,139,7,
241210,Room for rent in North Park Home near DT San Diego,1265742,Debra,,North Hills,32.75819,-117.13749,Private room,80,1,89,2022-04-30,0.69,1,145,4,
587554293479152770,The Violet Oasis (w/ hot tub and backyard),38470999,Beth,,Darnall,32.75145,-117.04531,Entire home/apt,149,2,13,2022-05-30,6.29,1,21,13,
51937711,2-2 EstudioChico/GaritaOtay/Aeropto/FACTURAMOS,110023604,AboDago,,Mission Bay,32.5453,-116.92181,Entire home/apt,30,2,4,2021-11-27,0.47,16,287,4,
19346086,San Diego home with RESORT BACKYARD!!,2702758,Sharon,,Carmel Mountain,32.98109,-117.04744,Entire home/apt,564,5,24,2021-09-28,0.40,2,15,3,
246264,Central San Diego At Your Doorstep One Bedroom,1291828,Tomio,,Linda Vista,32.79579,-117.17383,Entire home/apt,91,31,60,2019-11-08,0.54,6,257,0,
608032365131420244,Cheerful 4-bedroom villa with free parking.,388436390,Eyasu Z,,Lincoln Park,32.68894863686246,-117.08868135949722,Entire home/apt,365,2,0,,,1,219,0,
26694394,Chula Vista Studio Retreat,105578006,Henry,,Otay Ranch,32.64522,-116.98397,Entire home/apt,116,7,96,2022-05-25,2.02,1,329,23,
252289,Private oasis w/ jacuzzi,861840,Catherine,,Old Town,32.75259,-117.17599,Entire home/apt,171,2,387,2022-05-30,3.20,1,284,59,
19521443,"Huge Luxury En Suite (Bath, WC, Balcony)",46170232,Jay,,Mission Bay,33.08773,-117.0294,Private room,75,1,115,2022-06-11,1.91,5,14,29,
269843,Twin Corner Artist Retreat w/ Pool,766039,Pamela,,Bird Land,32.78175,-117.16045,Private room,83,5,76,2018-12-08,0.63,4,5,0,
44969095,"Entire Place ""Brand NEW"" 2 Bedroom",57827418,Jorge And Cindy,,Jomacha-Lomita,32.72273,-117.00821,Entire home/apt,125,2,62,2022-06-08,2.87,2,60,40,
7623836,Beautiful Family Friendly Home,39990786,Becky,,Rancho Bernadino,32.98107,-117.04675,Entire home/apt,699,3,24,2022-06-12,0.36,1,169,8,
273134,Master Bed/Bath Artist Retreat w/ Pool,766039,Pamela,,Bird Land,32.78175,-117.16045,Private room,116,4,65,2022-06-14,0.53,4,38,10,
633676109976960055,Boho 4BD Family Townhome (10 min to SD Zoo),352582046,John,,Paradise Hills,32.68299665596749,-117.07487282263959,Entire home/apt,398,2,1,2022-06-05,1,2,145,1,
49026609,🌴 Private Hidden Oasis • Spacious Outdoors,162125688,Jennifer,,Northwest,32.66351,-117.1057,Entire home/apt,331,2,20,2022-04-11,1.73,7,32,20,
278138,Comfy Room Close to Everything !!,1451910,Mike & Deborah,,Scripps Ranch,32.90738,-117.08818,Private room,68,2,100,2022-05-23,0.80,2,333,15,
531377914483863676,15 min to downtown SD 2 Bed/Fire Pit/Private Patio,153055712,Joshua,,Jomacha-Lomita,32.73038,-117.02854,Entire home/apt,177,1,21,2022-06-05,4.38,1,151,21,
52933106,🏖️🦩Oasis Pink Pool House🦩🏖️,4870449,San Diego Vacay,,Northwest,32.66371,-117.09734,Entire home/apt,272,2,1,2021-12-12,0.16,11,275,1,
628619131127064597,Unique bliss boho completely renovated studio,95926933,Fabian,,Mission Bay,32.54524166421392,-116.93411520462023,Entire home/apt,63,1,2,2022-06-04,2,11,313,2,
278158,Comfy & Cozy Room for Travelers,1451910,Mike & Deborah,,Scripps Ranch,32.90847,-117.08776,Private room,68,1,76,2022-06-01,0.63,2,325,38,
49673133,"EstudioVerde 5 min aeropuerto,garita, consulado",248831727,Zuleica,,Mission Bay,32.53196,-116.94284,Entire home/apt,43,2,15,2022-06-11,1.16,1,147,13,
279012,Tropical Home Near Beach w/ Hot Tub,1451027,Rebecca,,Loma Portal,32.73183,-117.2427,Entire home/apt,235,3,23,2019-08-06,0.19,1,136,0,
26136906,A Private Bedroom w/En Suite & FREE TESLA CHARGING,193965590,Jittima,,Lake Murray,32.7975,-117.0029,Private room,78,2,60,2022-06-13,1.24,1,46,15,
289088,"Quiet studio: King bed, AC, Washer",1501859,Belinda,,Midtown,32.74277,-117.17735,Entire home/apt,97,2,337,2022-05-31,2.65,2,1,56,
621649932089258114,Garden Casita,44533694,Elissa,,Mission Bay,33.08609,-117.066032,Entire home/apt,115,2,0,,,1,254,0,
47781214,Spacious Home for Your Sunny San Diego Getaway,339041358,Rebecca,,Lake Murray,32.78927,-116.99038,Entire home/apt,435,2,44,2022-06-04,3.70,1,104,44,
292285,Sleek & Modern OB Condo 2+2 BCH,466847,Heather,,Loma Portal,32.75031,-117.23056,Entire home/apt,120,31,53,2022-04-17,0.48,1,59,3,
52457608,Luxury Family Retreat Putting Green/Game Room/Pool,121916709,Zeina And Mo,,Mission Bay,33.09848,-117.03083,Entire home/apt,1114,3,37,2022-06-03,4.51,42,284,37,
45900423,Mid-Century 1950's Luxury Family Vacation Home,112271037,Hendrixn,,Lake Murray,32.77629,-116.99361,Entire home/apt,820,2,70,2022-06-12,3.47,1,150,35,
50270255,Bonita Garden RV/Camper Lemon Grove San Diego,15154198,Talia,,Encanto,32.73096,-117.03891,Entire home/apt,71,2,18,2022-04-15,1.53,1,101,18,
293609,Stunning Home -Indoor/Outdoor Style,1502676,Aaron,,West University Heights,32.75906,-117.14445,Entire home/apt,253,1,281,2022-05-29,2.58,6,167,38,
24936746,Tuscan Villa for Fathers Day- Safari Park & golf,179413230,Brad And Evania,,Mission Bay,33.11601,-117.01445,Entire home/apt,579,1,20,2022-06-11,0.52,2,71,17,
563031346329088443,**Traveling Professionals/Students - private room,222927024,Emma,,Jomacha-Lomita,32.71907,-117.00273,Private room,49,21,2,2022-05-08,0.91,1,161,2,
299720,Bankers Hill Studio by Balboa Park,384706,Dhiraj,,Midtown,32.73464,-117.16452,Entire home/apt,121,28,53,2022-04-29,0.42,1,254,8,
622442657110628964,Espaciosa casa cerca de aeropuerto/Garita Otay,458083828,Ricardo,,Mission Bay,32.53624,-116.971558,Entire home/apt,82,1,6,2022-06-12,5.62,1,362,6,
18563472,"Fletcher Hills - modern 1 BR.Easy, no step access.",57949807,Kristen,,Lake Murray,32.80724,-116.98927,Entire home/apt,96,4,143,2022-05-07,2.31,1,69,28,
618140831715949820,Vista Sunset,294539121,Land & Shore,,Paradise Hills,32.68446654861056,-117.06867622493505,Entire home/apt,260,3,3,2022-06-04,2.81,7,321,3,
331892,In the heart of San Diego and UCSD Medical Center,1689428,Gene,,Midtown,32.74957,-117.16708,Private room,85,3,90,2020-02-19,0.72,1,316,0,
35911589,Brand New Guesthouse Poway w/Private Yard,36800648,Candace,,Rancho Bernadino,33.00487,-117.04952,Entire home/apt,147,2,5,2022-06-12,5,1,73,5,
50357501,"Private, Relax & Enjoy ! ~ wine country!",103550887,Jackie,,Mission Bay,33.0654,-117.00874,Entire home/apt,1021,2,1,2022-04-18,0.51,1,315,1,
46380572,STUNNING Casita with a View!!,213452117,Sophia,,Jomacha-Lomita,32.72971,-117.01723,Entire home/apt,127,2,89,2022-06-11,4.68,2,90,62,
15723511,《Comfy Bedroom + Private Bath + Work Desk + Chair》,56291801,Dawn,,Rancho Bernadino,33.09976,-117.11419,Private room,60,2,92,2022-05-31,1.38,1,116,13,
343495,Private & Cozy Bohemian OB Cottage w/AC & Hot Tub,1012168,Chuck & Helen,,Ocean Beach,32.75152,-117.24682,Entire home/apt,138,5,359,2022-06-08,3.23,1,104,19,
643490248001520761,Casa grande con jacuzzi en Altabrisa,302903827,Claudia,,Mission Bay,32.5338939,-116.9699804,Entire home/apt,113,1,0,,,1,357,0,
21963907,CASA MARIA 4recamarascompletas conbaño.10min línea,158748997,Yadi,,Mission Bay,32.53178,-116.97904,Entire home/apt,201,1,127,2022-03-27,2.31,1,138,15,
19968951,❀❤❀ Modern Home With A Great View! ❀❤❀,111305639,Irina,,Sabre Springs,32.96141,-117.05233,Entire home/apt,173,2,147,2022-06-07,2.47,2,283,33,
359971,Hillcrest - (close to Zoo & Balboa Park),1821106,Marcela,,West University Heights,32.75568,-117.14679,Entire home/apt,115,30,85,2022-05-30,0.68,1,0,2,
